pos	nombre	categoria	club	puntos	variacion	n_categoria
407	Bordenave, Rodolfo	Sexta División	Nikkei TDM	573	0	6
408	Chiappetta, Nahuel Pablo	Sexta División	Ateneo de Versailles	570	0	6
409	Dappiano, Martin	Sexta División	Club Fenix	565	32	6
410	Apaza, Rodrigo	Sexta División	U.V.V.A.	558	-14	6
411	Espinosa, Julian	Sexta División	Inst. Compañía María	552	0	6
412	Villaneda, Jorge Luis	Sexta División	Tigre Juniors	551	0	6
413	Blau, Nicolas	Sexta División	Macabi	551	0	6
414	Balas, Sebastian	Sexta División	C.A.S.A. de Padua	532	0	6
415	Garcia, Pablo Alejandro	Sexta División	Adrogue Sith Spin	519	-8	6
416	Schildknecht, Fernando	Sexta División	Club Padilla	517	0	6
417	Villanueva, Gonzalo	Sexta División	Libre	517	-14	6
418	Acosta, Lucas U.	Sexta División	Club Fenix	514	0	6
419	Paganini, Dario	Sexta División	San Lorenzo	512	-17	6
420	Mantovano, Micaela	Sexta División	Alvear Club	509	-14	6
421	Milgram, Roni	Sexta División	Macabi	505	-14	6
422	Valanci, Leticia	Sexta División	La Legión TDM	494	0	6
423	Arroyo, Agustina	Sexta División	TMR	492	-13	6
424	Rodriguez, Jorge	Sexta División	TMR	488	0	6
425	Husson, Sofia	Sexta División	Intendente Agüero	486	0	6
426	Mendez, Ricardo	Sexta División	UGAB	482	-12	6
427	Kibizs, Pablo	Sexta División	Peretz	481	0	6
428	Pereira, Martin	Sexta División	Zenit	480	0	6
429	Ponce De Leon, Fernando	Sexta División	Nikkei TDM	479	0	6
430	Gulloni, Fernando	Sexta División	San Lorenzo	476	-12	6
431	Onofri, Gustavo A	Sexta División	Soc. Fomento CAVA	473	0	6
432	Grunwaldt, Pablo	Sexta División	San Lorenzo	464	-12	6
433	Andrade, Facundo	Sexta División	San Lorenzo	461	-12	6
434	Cuello, Lorena	Sexta División	TMR	460	0	6
435	Castrovinci, Carina	Sexta División	River Plate	459	-12	6
436	Garrido, Ernesto	Sexta División	Club Rioja	445	0	6
