fecha	carrera
28-06-1994	Ingeniería Industrial
25-08-2011	Ingeniería Química
30-08-2005	Ingeniería Industrial
01-12-1974	Ingeniería Industrial
13-03-2015	Ingeniería Industrial
01-03-1980	Ingeniería Industrial
14-05-1990	Ingeniería Industrial
05-06-2007	Ingeniería Química
14-08-2014	Ingeniería Industrial
18-04-2001	Ingeniería en Petróleo
11-07-2006	Ingeniería en Informática
31-08-2012	Ingeniería Industrial
08-09-2004	Ingeniería Electrónica
18-10-2010	Ingeniería en Informática
22-12-2001	Ingeniería Industrial
05-07-1999	Ingeniería en Informática
28-04-2016	Ingeniería Industrial
07-08-2015	Ingeniería Química
06-06-1997	Ingeniería Industrial
20-12-2008	Ingeniería Industrial
20-12-2010	Lic.en Administración y Sistemas
12-02-1993	Licenciatura en Informática
01-08-1995	Ingeniería Electrónica
23-08-2005	Ingeniería Industrial
22-05-1998	Ingeniería Industrial
17-12-2010	Lic.en Administración y Sistemas
25-08-2005	Ingeniería Industrial
24-05-2000	Ingeniería Electrónica
18-12-2013	Ingeniería Industrial
05-12-2012	Ingeniería en Informática
18-07-2012	Ingeniería Industrial
23-12-1997	Ingeniería Industrial
02-05-1996	Ingeniería Industrial
01-07-1983	Ingeniería Electrónica
01-04-1971	Ingeniería Industrial
27-12-2010	Ingeniería Industrial
17-05-1995	Ingeniería Industrial
29-07-2011	Ingeniería en Petróleo
01-12-1972	Ingeniería Industrial
12-04-2016	Ingeniería Industrial
29-08-2008	Ingeniería Mecánica
01-09-2005	Ingeniería Industrial
05-07-1995	Ingeniería Industrial
01-08-2001	Ingeniería en Informática
01-12-1968	Ingeniería Industrial
29-12-2003	Ingeniería Industrial
22-12-2014	Ingeniería Industrial
26-06-1996	Ingeniería Química
05-06-1996	Ingeniería Industrial
05-06-1996	Ingeniería Mecánica
31-08-2010	Ingeniería Electrónica
24-08-2007	Ingeniería Industrial
22-02-2013	Lic.en Administración y Sistemas
02-06-1994	Ingeniería Electrónica
30-05-1993	Ingeniería Industrial
28-05-1993	Ingeniería Mecánica
14-04-1992	Ingeniería Industrial
27-03-1995	Ingeniería en Petróleo
12-09-1989	Ingeniería Naval
23-04-2001	Ingeniería Mecánica
27-06-2001	Ingeniería Industrial
23-06-1994	Ingeniería Electrónica
18-08-1992	Ingeniería Industrial
25-02-2013	Ingeniería Industrial
29-08-2012	Ingeniería Industrial
04-07-2016	Ingeniería Química
08-02-1994	Ingeniería Química
16-05-1996	Ingeniería Industrial
01-12-1987	Licenciatura en Oceanografía
31-08-2010	Ingeniería Industrial
01-03-1983	Ingeniería Industrial
22-07-1993	Ingeniería Electrónica
18-12-2003	Ingeniería Industrial
06-04-1998	Ingeniería Industrial
25-02-1998	Ingeniería Electrónica
07-04-1993	Ingeniería Electrónica
28-08-2009	Ingeniería Mecánica
16-07-1990	Ingeniería Química
14-07-2010	Ingeniería en Informática
08-07-1997	Ingeniería Mecánica
23-12-1992	Ingeniería Industrial
25-04-1990	Ingeniería Electrónica
27-07-2004	Ingeniería Industrial
08-02-2008	Ingeniería Electrónica
29-11-2007	Ingeniería Industrial
17-08-2000	Ingeniería Química
20-12-1991	Ingeniería Industrial
04-05-1999	Ingeniería Industrial
26-12-2003	Ingeniería Electrónica
01-12-1969	Ingeniería Industrial
18-12-2015	Lic.en Administración y Sistemas
01-12-1973	Ingeniería Electrónica
23-03-2005	Ingeniería Industrial
30-08-2011	Ingeniería Industrial
01-12-1978	Ingeniería Electrónica
28-07-2003	Ingeniería Industrial
22-12-2010	Ingeniería Electrónica
04-08-2011	Ingeniería Química
14-07-2010	Ingeniería en Informática
05-09-2013	Ingeniería Mecánica
22-12-2008	Lic.en Administración y Sistemas
14-06-2012	Ingeniería en Petróleo
30-07-2010	Ingeniería Química
22-12-2001	Ingeniería Electrónica
28-07-2008	Ingeniería en Petróleo
13-02-2014	Lic.en Administración y Sistemas
22-12-2014	Lic.en Administración y Sistemas
01-04-1982	Ingeniería Industrial
01-04-1982	Ingeniería Mecánica
06-03-1984	Ingeniería Electrónica
31-07-2002	Ingeniería Industrial
22-07-1995	Ingeniería Industrial
01-07-2005	Ingeniería Electrónica
18-07-2012	Ingeniería Industrial
14-07-2010	Ingeniería Electrónica
25-02-2013	Ingeniería Industrial
01-12-1974	Ingeniería Industrial
22-02-1993	Ingeniería Industrial
24-07-1987	Ingeniería Industrial
22-06-2015	Ingeniería Industrial
14-08-2015	Ingeniería Industrial
06-07-1999	Ingeniería Electrónica
25-07-1995	Ingeniería Industrial
20-02-1996	Ingeniería Industrial
25-08-2005	Ingeniería Industrial
19-06-2003	Ingeniería en Informática
16-07-2015	Ingeniería Química
19-12-2014	Lic.en Administración y Sistemas
10-07-1993	Ingeniería Electrónica
09-02-1989	Ingeniería Eléctrica
13-02-1998	Ingeniería Industrial
01-12-1969	Ingeniería Industrial
12-02-1996	Licenciatura en Informática
01-12-1976	Ingeniería Industrial
18-12-2014	Ingeniería Industrial
21-03-1994	Ingeniería Química
07-04-2005	Ingeniería Industrial
21-03-1994	Ingeniería Electrónica
25-08-2005	Ingeniería Industrial
01-08-1983	Ingeniería Industrial
01-12-1969	Ingeniería Industrial
10-08-1995	Ingeniería Industrial
01-12-1977	Ingeniería Industrial
01-12-1977	Ingeniería Electrónica
30-12-2011	Ingeniería Industrial
25-08-2005	Ingeniería Industrial
03-06-1991	Ingeniería Mecánica
30-08-2007	Ingeniería Industrial
01-06-1993	Ingeniería Electrónica
21-04-1997	Ingeniería Industrial
07-04-1993	Ingeniería Industrial
24-08-1995	Ingeniería en Petróleo
14-07-2015	Lic.en Administración y Sistemas
12-08-2014	Ingeniería Mecánica
10-08-1989	Ingeniería Eléctrica
22-12-1998	Ingeniería Industrial
27-08-2002	Ingeniería Industrial
24-08-2004	Ingeniería Electrónica
21-07-2006	Ingeniería Industrial
16-03-1999	Ingeniería Industrial
18-07-2001	Ingeniería Industrial
19-12-2001	Ingeniería Industrial
12-05-2000	Ingeniería Industrial
16-04-2010	Lic.en Administración y Sistemas
01-12-1979	Ingeniería Electrónica
01-04-1967	Ingeniería en Armas
30-08-2010	Ingeniería en Informática
30-08-2007	Ingeniería Industrial
17-09-2004	Ingeniería Industrial
20-03-2001	Ingeniería en Informática
14-07-2010	Ingeniería en Informática
16-02-2007	Ingeniería Mecánica
19-08-2011	Ingeniería Química
01-03-1977	Ingeniería Electrónica
17-07-2015	Ingeniería Industrial
01-04-1967	Ingeniería Industrial
05-07-1996	Ingeniería Industrial
01-12-1977	Ingeniería Industrial
23-08-2012	Ingeniería Industrial
26-12-2012	Ingeniería Industrial
03-04-1985	Ingeniería Electrónica
02-12-1986	Licenciatura en Análisis de Sistemas
01-12-1970	Ingeniería Industrial
01-12-1969	Ingeniería Industrial
11-08-2004	Ingeniería Química
19-07-1999	Ingeniería Electrónica
11-08-2004	Ingeniería Electrónica
01-12-1976	Ingeniería Electrónica
01-12-1980	Ingeniería Química
28-03-2000	Ingeniería Industrial
05-05-2003	Ingeniería Industrial
01-04-1967	Ingeniería Electrónica
25-07-1995	Ingeniería Industrial
15-07-2003	Ingeniería Industrial
29-03-1999	Ingeniería Industrial
22-05-2007	Ingeniería Mecánica
30-05-1995	Ingeniería Industrial
16-12-2006	Ingeniería Industrial
28-08-2009	Ingeniería Electrónica
11-09-2009	Ingeniería Mecánica
01-12-1971	Ingeniería Industrial
12-08-2010	Ingeniería Industrial
01-12-1972	Ingeniería Industrial
29-08-2008	Ingeniería Industrial
07-06-2010	Ingeniería en Petróleo
20-12-2001	Ingeniería en Informática
21-12-2000	Ingeniería Mecánica
30-08-2011	Ingeniería en Informática
16-07-1999	Ingeniería en Informática
01-12-1974	Ingeniería Industrial
05-09-2012	Ingeniería Industrial
01-09-2008	Ingeniería Mecánica
01-03-1980	Ingeniería Industrial
28-04-2015	Ingeniería Industrial
03-03-2000	Ingeniería en Informática
11-02-2008	Ingeniería Mecánica
01-09-2003	Ingeniería Industrial
16-07-2003	Ingeniería Electrónica
01-12-1974	Ingeniería Electrónica
15-07-2016	Ingeniería Química
14-06-2001	Ingeniería Industrial
25-07-2012	Ingeniería Industrial
07-07-1994	Ingeniería Electrónica
27-12-2002	Ingeniería Industrial
23-04-2015	Ingeniería Química
29-06-1989	Ingeniería Química
24-07-2000	Ingeniería Electrónica
11-09-2008	Ingeniería Industrial
23-12-1991	Ingeniería Industrial
29-12-1992	Ingeniería Industrial
13-08-2001	Ingeniería Industrial
14-02-1992	Ingeniería Industrial
29-05-2003	Ingeniería Industrial
01-12-1977	Ingeniería Electrónica
16-07-1999	Ingeniería en Informática
17-07-1996	Ingeniería Industrial
31-08-2006	Ingeniería Industrial
19-11-2010	Ingeniería Industrial
05-08-2002	Ingeniería Industrial
28-08-2013	Ingeniería Industrial
31-03-2011	Ingeniería Industrial
15-04-2016	Lic.en Administración y Sistemas
16-09-2008	Ingeniería Industrial
24-07-1985	Ingeniería Industrial
11-07-2012	Ingeniería Química
17-02-2010	Ingeniería en Petróleo
16-04-2012	Ingeniería en Petróleo
20-12-2012	Ingeniería en Petróleo
28-08-2009	Ingeniería Electrónica
11-08-2004	Ingeniería Electrónica
05-07-1996	Ingeniería Industrial
05-08-2016	Ingeniería en Informática
26-06-2009	Ingeniería Industrial
10-08-1989	Ingeniería Naval
21-07-1995	Ingeniería Electrónica
16-10-2012	Ingeniería Industrial
17-12-2013	Ingeniería en Informática
30-08-2005	Ingeniería Industrial
02-05-1995	Ingeniería Industrial
28-12-2012	Ingeniería Industrial
26-07-2001	Ingeniería Industrial
01-12-1978	Ingeniería Electrónica
01-12-1976	Ingeniería Industrial
01-12-1976	Ingeniería Mecánica
01-12-1979	Ingeniería Electrónica
18-07-2012	Ingeniería Electrónica
01-12-1985	Ingeniería Industrial
01-03-1977	Ingeniería en Armas
26-07-2004	Ingeniería Industrial
01-06-1975	Ingeniería Industrial
30-07-1997	Ingeniería Electrónica
01-08-1995	Ingeniería Industrial
28-06-1988	Ingeniería Industrial
19-05-2016	Ingeniería Química
25-08-2009	Lic.en Administración y Sistemas
13-08-2010	Ingeniería Electrónica
13-08-2001	Ingeniería Química
15-08-2011	Ingeniería Industrial
01-12-1973	Ingeniería Industrial
20-08-1999	Ingeniería Química
29-12-1989	Ingeniería Química
16-08-2005	Ingeniería en Petróleo
14-08-2015	Ingeniería Industrial
08-07-1993	Ingeniería Industrial
01-12-1970	Ingeniería Industrial
08-05-1987	Ingeniería Industrial
11-03-1991	Ingeniería Naval
19-11-2008	Ingeniería Industrial
02-09-2010	Ingeniería en Informática
20-07-2012	Ingeniería en Petróleo
22-12-2014	Lic.en Administración y Sistemas
03-02-2016	Ingeniería en Informática
07-10-1992	Ingeniería Industrial
01-12-1976	Ingeniería Industrial
31-03-1984	Ingeniería Eléctrica
30-08-2011	Ingeniería Industrial
21-02-1996	Ingeniería en Petróleo
01-06-2001	Ingeniería Industrial
12-06-2001	Ingeniería Mecánica
14-08-2015	Ingeniería Electrónica
02-03-2016	Ingeniería Eléctrica
16-12-2008	Ingeniería en Informática
03-03-2000	Ingeniería en Informática
21-08-2012	Ingeniería Industrial
28-08-2012	Ingeniería Industrial
01-06-1983	Ingeniería Industrial
09-12-2015	Ingeniería Industrial
30-04-2014	Ingeniería Industrial
23-07-1999	Ingeniería Industrial
27-07-2009	Ingeniería Industrial
17-02-2014	Ingeniería Electrónica
02-12-1986	Licenciatura en Análisis de Sistemas
29-09-1987	Licenciatura en Análisis de Sistemas
01-04-2004	Ingeniería Industrial
28-12-2012	Ingeniería Industrial
01-03-1981	Ingeniería Electrónica
27-08-1996	Ingeniería Electrónica
17-02-2010	Ingeniería en Informática
12-05-2016	Ingeniería Industrial
31-08-2011	Ingeniería Mecánica
15-02-2011	Lic.en Administración y Sistemas
21-05-1981	Licenciatura en Hidrografía
24-06-1998	Ingeniería Industrial
23-12-1971	Ingeniería Electrónica
13-08-1993	Ingeniería Industrial
17-07-1992	Licenciatura en Informática
13-08-1996	Ingeniería Industrial
27-07-2004	Ingeniería Mecánica
04-10-1994	Ingeniería Industrial
11-08-2014	Ingeniería Mecánica
11-09-2007	Ingeniería Mecánica
01-07-1980	Ingeniería Industrial
21-08-1996	Ingeniería Electrónica
28-06-1994	Ingeniería Electrónica
17-07-2000	Ingeniería Industrial
30-07-1998	Ingeniería Industrial
26-10-1987	Ingeniería Electrónica
07-10-1992	Ingeniería Industrial
11-04-2013	Ingeniería Industrial
10-08-1998	Ingeniería Electrónica
22-07-1994	Ingeniería Industrial
15-07-2003	Ingeniería Industrial
13-07-1995	Ingeniería Industrial
28-07-2014	Ingeniería Industrial
01-12-1980	Ingeniería Electrónica
06-02-2003	Ingeniería Industrial
11-07-2012	Ingeniería Química
10-02-2005	Ingeniería Industrial
01-12-1980	Ingeniería Industrial
15-03-2004	Ingeniería Química
20-09-1989	Ingeniería Industrial
11-08-2016	Ingeniería Industrial
01-10-1990	Ingeniería Eléctrica
15-08-2011	Ingeniería Industrial
30-08-2011	Ingeniería en Informática
30-08-2005	Ingeniería Industrial
31-03-1995	Ingeniería en Petróleo
29-05-2001	Ingeniería Industrial
02-12-1986	Licenciatura en Análisis de Sistemas
11-08-2008	Ingeniería Electrónica
15-09-2006	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
17-02-2012	Lic.en Administración y Sistemas
30-08-2010	Ingeniería en Informática
14-08-2015	Ingeniería Industrial
27-12-2002	Ingeniería Mecánica
08-07-1997	Ingeniería Industrial
20-06-1995	Ingeniería Química
27-03-1987	Ingeniería Industrial
14-08-2014	Ingeniería Industrial
15-04-1997	Ingeniería en Petróleo
08-08-2012	Ingeniería Industrial
14-08-2014	Ingeniería Industrial
24-05-1994	Ingeniería Electrónica
23-07-1984	Ingeniería Industrial
25-07-2016	Ingeniería Mecánica
13-04-2011	Ingeniería en Petróleo
01-08-1984	Ingeniería Industrial
05-09-2011	Ingeniería Electrónica
22-07-1997	Ingeniería Industrial
01-12-1975	Ingeniería Industrial
02-07-2001	Ingeniería Industrial
23-12-1992	Ingeniería Industrial
30-08-2005	Ingeniería Industrial
14-08-2001	Ingeniería Industrial
18-07-2007	Ingeniería en Informática
30-05-2000	Ingeniería Industrial
09-08-2010	Ingeniería Química
30-12-2011	Ingeniería Industrial
15-08-2014	Ingeniería Industrial
16-07-1997	Ingeniería Química
02-09-2005	Ingeniería Industrial
17-04-2000	Ingeniería Industrial
21-06-1996	Ingeniería Industrial
28-08-2012	Ingeniería Industrial
01-12-1969	Ingeniería Industrial
17-08-2010	Ingeniería Industrial
19-12-2007	Lic.en Administración y Sistemas
01-09-2000	Ingeniería Industrial
21-07-2004	Ingeniería Química
04-07-2007	Ingeniería en Informática
02-06-2005	Ingeniería Mecánica
30-05-1984	Ingeniería Industrial
18-08-1992	Ingeniería Mecánica
14-08-2015	Ingeniería Electrónica
01-08-1981	Ingeniería Eléctrica
01-03-1981	Ingeniería Industrial
06-05-1985	Ingeniería Industrial
07-10-1986	Ingeniería Industrial
14-08-1998	Ingeniería Química
04-08-2016	Ingeniería Industrial
15-08-2009	Ingeniería Industrial
07-03-1995	Ingeniería Industrial
05-09-2006	Ingeniería Industrial
01-03-1971	Ingeniería Industrial
27-12-1995	Ingeniería Industrial
29-08-2013	Ingeniería Industrial
28-11-2006	Ingeniería Industrial
25-08-2016	Lic.en Administración y Sistemas
30-12-2015	Ingeniería Electrónica
26-06-2012	Ingeniería Electrónica
22-02-2011	Ingeniería Química
05-08-2003	Ingeniería Industrial
19-04-2013	Ingeniería Industrial
24-05-1988	Ingeniería Electrónica
21-11-1995	Ingeniería Industrial
11-08-2004	Ingeniería Electrónica
24-02-1986	Ingeniería Industrial
29-07-2016	Ingeniería Industrial
02-02-2012	Ingeniería Industrial
03-08-2000	Ingeniería Industrial
21-08-2013	Ingeniería Industrial
29-04-2008	Ingeniería en Petróleo
04-04-1995	Ingeniería Electrónica
19-12-2013	Ingeniería Electrónica
18-08-2006	Ingeniería Mecánica
18-07-2003	Ingeniería Industrial
07-07-1997	Ingeniería Industrial
17-07-1992	Licenciatura en Informática
18-08-2006	Ingeniería Industrial
04-08-2004	Ingeniería Industrial
21-08-2014	Ingeniería Industrial
20-02-2015	Ingeniería Mecánica
24-08-2005	Ingeniería Química
29-08-2012	Ingeniería Industrial
14-08-2001	Ingeniería en Informática
17-02-2012	Lic.en Administración y Sistemas
22-07-1993	Ingeniería Industrial
21-03-1994	Ingeniería en Petróleo
07-06-2006	Ingeniería Electrónica
06-02-2015	Lic.en Administración y Sistemas
01-12-1979	Ingeniería Química
30-05-1995	Ingeniería Industrial
30-08-2007	Ingeniería Industrial
04-08-2016	Ingeniería Industrial
10-06-1994	Licenciatura en Oceanografía
18-02-2009	Lic.en Administración y Sistemas
05-08-2003	Ingeniería Industrial
20-07-2011	Ingeniería Electrónica
26-05-2010	Ingeniería en Petróleo
25-04-2008	Ingeniería Química
18-07-2003	Ingeniería Electrónica
12-05-2015	Ingeniería Industrial
09-08-2004	Ingeniería Industrial
01-12-1969	Ingeniería Industrial
29-06-1994	Ingeniería Industrial
01-06-1993	Ingeniería Electrónica
09-08-2000	Ingeniería Electrónica
15-04-1998	Ingeniería Industrial
16-03-2000	Ingeniería en Petróleo
23-12-1996	Ingeniería Industrial
01-08-1974	Ingeniería Industrial
31-08-2010	Ingeniería Industrial
18-12-2014	Ingeniería Industrial
28-06-2013	Ingeniería Química
28-08-2002	Ingeniería en Informática
01-12-1982	Ingeniería Eléctrica
01-12-1982	Ingeniería Mecánica
30-10-2013	Ingeniería Química
09-09-2015	Ingeniería Industrial
26-07-2001	Ingeniería Industrial
22-02-2001	Ingeniería Industrial
01-12-1969	Ingeniería Electrónica
01-12-1986	Licenciatura en Oceanografía
10-08-2011	Ingeniería Mecánica
28-03-2000	Ingeniería Industrial
26-03-1996	Ingeniería Industrial
02-07-1996	Ingeniería Industrial
08-08-2011	Ingeniería Industrial
18-12-1996	Ingeniería Industrial
15-07-1994	Ingeniería Electrónica
01-08-1987	Licenciatura en Oceanografía
27-12-1990	Ingeniería Electrónica
11-08-2014	Ingeniería Mecánica
01-12-1974	Ingeniería Industrial
15-06-2005	Ingeniería Industrial
11-09-2007	Ingeniería Electrónica
27-08-2010	Ingeniería Industrial
13-02-2008	Ingeniería en Informática
28-06-2012	Ingeniería Industrial
01-03-1972	Ingeniería Industrial
19-11-2008	Ingeniería Industrial
04-04-2002	Ingeniería Industrial
31-07-2014	Ingeniería Industrial
11-12-2015	Lic.en Administración y Sistemas
25-07-2012	Ingeniería Industrial
18-04-2011	Lic.en Administración y Sistemas
25-04-2008	Ingeniería Industrial
15-04-1997	Ingeniería en Petróleo
31-08-1987	Licenciatura en Análisis de Sistemas
17-07-1997	Ingeniería Industrial
18-11-1994	Ingeniería Electrónica
15-07-2003	Ingeniería Industrial
30-07-1996	Ingeniería Industrial
21-03-1985	Ingeniería Industrial
15-04-1997	Ingeniería en Petróleo
22-02-2006	Ingeniería en Informática
01-12-1973	Ingeniería Industrial
01-12-1970	Ingeniería Industrial
13-09-2011	Ingeniería Mecánica
27-06-1997	Ingeniería Química
24-07-2012	Ingeniería Electrónica
03-06-2015	Ingeniería Electrónica
